Bench1:  183 All:  183
No tmp folder to clear
---------- Run #0 ----------
--- Run #0 of Baseline
# Collect Benchmarks in Dir: /lib/uint64set
## Collect Benchmarks in File: uint64set_timing_test.go
# Collect Benchmarks in Dir: /lib/prompb
## Collect Benchmarks in File: prompb_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/netstorage
## Collect Benchmarks in File: netstorage_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/promql
## Collect Benchmarks in File: rollup_timing_test.go
# Collect Benchmarks in Dir: /lib/prompbmarshal
## Collect Benchmarks in File: prompbmarshal_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/elasticsearch
## Collect Benchmarks in File: elasticsearch_timing_test.go
# Collect Benchmarks in Dir: /lib/fs
## Collect Benchmarks in File: reader_at_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/csvimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentelemetry/stream
## Collect Benchmarks in File: streamparser_timing_test.go
# Collect Benchmarks in Dir: /app/vmagent/remotewrite
## Collect Benchmarks in File: pendingseries_timing_test.go
# Collect Benchmarks in Dir: /app/vmalert/datasource
## Collect Benchmarks in File: vm_prom_api_timing_test.go
# Collect Benchmarks in Dir: /lib/blockcache
## Collect Benchmarks in File: blockcache_timing_test.go
# Collect Benchmarks in Dir: /lib/promrelabel
## Collect Benchmarks in File: graphite_timing_test.go
## Collect Benchmarks in File: if_expression_timing_test.go
## Collect Benchmarks in File: relabel_timing_test.go
# Collect Benchmarks in Dir: /lib/promutils
## Collect Benchmarks in File: labels_timing_test.go
## Collect Benchmarks in File: labelscompressor_timing_test.go
# Collect Benchmarks in Dir: /lib/logstorage
## Collect Benchmarks in File: filter_timing_test.go
## Collect Benchmarks in File: bitmap_timing_test.go
## Collect Benchmarks in File: block_timing_test.go
## Collect Benchmarks in File: stream_id_timing_test.go
## Collect Benchmarks in File: tokenizer_timing_test.go
## Collect Benchmarks in File: values_encoder_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: hash128_timing_test.go
## Collect Benchmarks in File: pattern_timing_test.go
## Collect Benchmarks in File: log_rows_timing_test.go
# Collect Benchmarks in Dir: /lib/encoding
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: int_timing_test.go
## Collect Benchmarks in File: nearest_delta2_timing_test.go
## Collect Benchmarks in File: nearest_delta_timing_test.go
# Collect Benchmarks in Dir: /lib/mergeset
## Collect Benchmarks in File: encoding_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape
## Collect Benchmarks in File: config_timing_test.go
## Collect Benchmarks in File: scrapework_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/vmimport
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vmalert/rule
## Collect Benchmarks in File: group_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/prometheus
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/opentelemetry
## Collect Benchmarks in File: opentemetry_timing_test.go
# Collect Benchmarks in Dir: /lib/streamaggr
## Collect Benchmarks in File: streamaggr_timing_test.go
## Collect Benchmarks in File: dedup_timing_test.go
## Collect Benchmarks in File: deduplicator_timing_test.go
# Collect Benchmarks in Dir: /lib/bytesutil
## Collect Benchmarks in File: bytesutil_timing_test.go
## Collect Benchmarks in File: fast_string_matcher_timing_test.go
## Collect Benchmarks in File: fast_string_transformer_timing_test.go
## Collect Benchmarks in File: internstring_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv1
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/storage
## Collect Benchmarks in File: dedup_timing_test.go
## Collect Benchmarks in File: inmemory_part_timing_test.go
## Collect Benchmarks in File: merge_timing_test.go
## Collect Benchmarks in File: tag_filters_timing_test.go
## Collect Benchmarks in File: block_stream_reader_timing_test.go
## Collect Benchmarks in File: block_stream_writer_timing_test.go
## Collect Benchmarks in File: storage_timing_test.go
## Collect Benchmarks in File: index_db_timing_test.go
## Collect Benchmarks in File: part_search_timing_test.go
## Collect Benchmarks in File: table_search_timing_test.go
## Collect Benchmarks in File: table_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/newrelic
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdb
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/decimal
## Collect Benchmarks in File: decimal_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discovery/kubernetes
## Collect Benchmarks in File: pod_timing_test.go
# Collect Benchmarks in Dir: /lib/regexutil
## Collect Benchmarks in File: promregex_timing_test.go
## Collect Benchmarks in File: regex_timing_test.go
# Collect Benchmarks in Dir: /lib/bloomfilter
## Collect Benchmarks in File: filter_timing_test.go
# Collect Benchmarks in Dir: /app/vlinsert/loki
## Collect Benchmarks in File: loki_json_timing_test.go
## Collect Benchmarks in File: loki_protobuf_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/opentsdbhttp
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/persistentqueue
## Collect Benchmarks in File: fastqueue_timing_test.go
## Collect Benchmarks in File: persistentqueue_timing_test.go
# Collect Benchmarks in Dir: /lib/promscrape/discoveryutils
## Collect Benchmarks in File: utils_timing_test.go
# Collect Benchmarks in Dir: /lib/fasttime
## Collect Benchmarks in File: fasttime_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/datadogv2
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /app/vmselect/prometheus
## Collect Benchmarks in File: federate_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/influx
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/protoparser/graphite
## Collect Benchmarks in File: parser_timing_test.go
# Collect Benchmarks in Dir: /lib/stringsutil
## Collect Benchmarks in File: less_natural_timing_test.go
## Collect Benchmarks in File: stringsutil_timing_test.go
#####################
## Shuffle Benchmarks
#####################
### Execute Benchmark: /lib/uint64set/uint64set_timing_test.go::BenchmarkMapAddNoAllocs
x is 1
Changing directory to dir2: /home/benchUser/latest/lib/uint64set
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkMapAddNoAllocs$]
Benchmark 2 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkMapAddNoAllocs/items_1000-2         	   42681	     27635 ns/op	  36.19 MB/s	   21897 B/op	       6 allocs/op
BenchmarkMapAddNoAllocs/items_10000000-2     	       1	1106197576 ns/op	   9.04 MB/s	182754680 B/op	      39 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/uint64set	36.376s

Result 1 parsed
Benchmark run succesful
1 / 183 done
### Execute Benchmark: /lib/encoding/int_timing_test.go::BenchmarkUnmarshalVarInt64s
x is 1
Changing directory to dir2: /home/benchUser/latest/lib/encoding
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkUnmarshalVarInt64s$]
Benchmark 2 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/encoding
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144649	      8265 ns/op	 967.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144132	      8277 ns/op	 966.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144894	      8278 ns/op	 966.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144634	      8267 ns/op	 967.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144763	      8290 ns/op	 965.02 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69500	     17274 ns/op	 463.13 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69352	     17294 ns/op	 462.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69399	     17340 ns/op	 461.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69547	     17349 ns/op	 461.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69266	     17278 ns/op	 463.01 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31953	     37641 ns/op	 212.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31123	     37619 ns/op	 212.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31864	     37691 ns/op	 212.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31848	     37642 ns/op	 212.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31896	     37897 ns/op	 211.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14754	     81196 ns/op	  98.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14781	     81017 ns/op	  98.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14704	     81302 ns/op	  98.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14776	     81264 ns/op	  98.44 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14791	     81676 ns/op	  97.95 MB/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/encoding	31.356s

Result 2 parsed
Changing directory to dir1: /home/benchUser/other/lib/encoding
Running '[go test -benchtime=1s -timeout=10s -count=5 -run=^$ -bench=^BenchmarkUnmarshalVarInt64s$]
Benchmark 1 done: goos: linux
goarch: amd64
pkg: github.com/VictoriaMetrics/VictoriaMetrics/lib/encoding
cpu: Intel(R) Xeon(R) CPU @ 2.20GHz
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144009	      8283 ns/op	 965.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144909	      8268 ns/op	 967.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144878	      8278 ns/op	 966.36 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  144889	      8280 ns/op	 966.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<6)-1-2         	  145098	      8275 ns/op	 966.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69483	     17292 ns/op	 462.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69326	     17314 ns/op	 462.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69213	     17267 ns/op	 463.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69152	     17298 ns/op	 462.49 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<13)-1-2        	   69315	     17267 ns/op	 463.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31810	     37639 ns/op	 212.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31770	     37649 ns/op	 212.49 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31944	     37640 ns/op	 212.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31839	     37688 ns/op	 212.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<27)-1-2        	   31789	     37611 ns/op	 212.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14761	     81169 ns/op	  98.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14710	     81381 ns/op	  98.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14804	     81315 ns/op	  98.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14794	     81347 ns/op	  98.34 MB/s	       0 B/op	       0 allocs/op
BenchmarkUnmarshalVarInt64s/up-to-(1<<63)-1-2        	   14638	     81391 ns/op	  98.29 MB/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/VictoriaMetrics/VictoriaMetrics/lib/encoding	31.340s

Result 1 parsed
Benchmark run succesful
2 / 183 done
### Execute Benchmark: /lib/promrelabel/relabel_timing_test.go::BenchmarkMatchRegexPrefixDotStarMismatchOptimized
x is 1
Changing directory to dir2: /home/benchUser/latest/lib/promrelabel
